log_time,smi,signal,hist,raw_line,minute
2026-03-11 15:25:00,2026.0,,,"2026-03-11 15:25:00,396 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:23:00-04:00 curr_ts=2026-03-11 15:24:00-04:00 | fast/slow prev=-6.71/15.45 curr=-9.64/2.90 | rising=False falling=True | recent_min=-9.64 recent_max=72.63 | crossOS=False crossOB=False | bull_confirm=False bear_confirm=True",2026-03-11 15:25:00
2026-03-11 15:28:00,2026.0,,,"2026-03-11 15:28:00,410 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:26:00-04:00 curr_ts=2026-03-11 15:27:00-04:00 | fast/slow prev=28.35/18.11 curr=33.88/26.00 | rising=True falling=False | recent_min=-9.64 recent_max=72.63 | crossOS=False crossOB=False | bull_confirm=True bear_confirm=False",2026-03-11 15:28:00
2026-03-11 15:29:02,2026.0,,,"2026-03-11 15:29:02,856 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:27:00-04:00 curr_ts=2026-03-11 15:28:00-04:00 | fast/slow prev=33.88/26.00 curr=21.52/23.76 | rising=False falling=True | recent_min=-9.64 recent_max=58.55 | crossOS=False crossOB=False | bull_confirm=False bear_confirm=True",2026-03-11 15:29:00
2026-03-11 15:31:29,2026.0,,,"2026-03-11 15:31:29,343 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:29:00-04:00 curr_ts=2026-03-11 15:30:00-04:00 | fast/slow prev=13.17/18.47 curr=12.97/15.72 | rising=False falling=True | recent_min=-9.64 recent_max=33.88 | crossOS=False crossOB=False | bull_confirm=False bear_confirm=True",2026-03-11 15:31:00
2026-03-11 15:32:00,2026.0,,,"2026-03-11 15:32:00,344 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:30:00-04:00 curr_ts=2026-03-11 15:31:00-04:00 | fast/slow prev=12.97/15.72 curr=-6.73/4.49 | rising=False falling=True | recent_min=-9.64 recent_max=33.88 | crossOS=False crossOB=False | bull_confirm=False bear_confirm=True",2026-03-11 15:32:00
2026-03-11 15:33:00,2026.0,,,"2026-03-11 15:33:00,362 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:31:00-04:00 curr_ts=2026-03-11 15:32:00-04:00 | fast/slow prev=-6.73/4.49 curr=12.56/8.53 | rising=True falling=False | recent_min=-6.73 recent_max=33.88 | crossOS=False crossOB=False | bull_confirm=True bear_confirm=False",2026-03-11 15:33:00
2026-03-11 15:34:00,2026.0,,,"2026-03-11 15:34:00,387 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:32:00-04:00 curr_ts=2026-03-11 15:33:00-04:00 | fast/slow prev=12.56/8.53 curr=43.57/26.05 | rising=True falling=False | recent_min=-6.73 recent_max=43.57 | crossOS=False crossOB=False | bull_confirm=True bear_confirm=False",2026-03-11 15:34:00
2026-03-11 15:35:00,2026.0,,,"2026-03-11 15:35:00,858 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:33:00-04:00 curr_ts=2026-03-11 15:34:00-04:00 | fast/slow prev=43.57/26.05 curr=62.81/44.43 | rising=True falling=False | recent_min=-6.73 recent_max=62.81 | crossOS=False crossOB=False | bull_confirm=True bear_confirm=False",2026-03-11 15:35:00
2026-03-11 15:36:07,2026.0,,,"2026-03-11 15:36:07,411 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:34:00-04:00 curr_ts=2026-03-11 15:35:00-04:00 | fast/slow prev=62.81/44.43 curr=61.59/53.01 | rising=False falling=True | recent_min=-6.73 recent_max=62.81 | crossOS=False crossOB=False | bull_confirm=False bear_confirm=False",2026-03-11 15:36:00
2026-03-11 15:37:00,2026.0,,,"2026-03-11 15:37:00,316 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:35:00-04:00 curr_ts=2026-03-11 15:36:00-04:00 | fast/slow prev=61.59/53.01 curr=59.17/56.09 | rising=False falling=True | recent_min=-6.73 recent_max=62.81 | crossOS=False crossOB=False | bull_confirm=False bear_confirm=False",2026-03-11 15:37:00
2026-03-11 15:38:00,2026.0,,,"2026-03-11 15:38:00,389 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:36:00-04:00 curr_ts=2026-03-11 15:37:00-04:00 | fast/slow prev=59.17/56.09 curr=56.88/56.48 | rising=False falling=True | recent_min=-6.73 recent_max=62.81 | crossOS=False crossOB=False | bull_confirm=False bear_confirm=False",2026-03-11 15:38:00
2026-03-11 15:39:01,2026.0,,,"2026-03-11 15:39:01,082 | INFO | SPX0DTE | SMI bars prev_ts=2026-03-11 15:37:00-04:00 curr_ts=2026-03-11 15:38:00-04:00 | fast/slow prev=56.88/56.48 curr=54.91/55.70 | rising=False falling=True | recent_min=-6.73 recent_max=62.81 | crossOS=False crossOB=False | bull_confirm=False bear_confirm=True",2026-03-11 15:39:00
