timestamp,minute,occ,mark,line_no,raw_line
2026-03-11 15:40:02,2026-03-11 15:40:00,SPXW260311C06770000,5.05,6347,"2026-03-11 15:40:02,722 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=5.00 ask=5.10 mark=5.05 last=5.10"
2026-03-11 15:40:02,2026-03-11 15:40:00,SPXW260311C06770000,5.05,6348,"2026-03-11 15:40:02,722 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06770000 entry=4.00 mark=5.05 arm_trigger=4.30 stop=3.80 is_armed=True"
2026-03-11 15:40:02,2026-03-11 15:40:00,SPXW260311C06770000,5.05,6349,"2026-03-11 15:40:02,723 | INFO | SPX0DTE | [SPX0DTE] trailing stop moved | occ=SPXW260311C06770000 old_stop=4.85 new_stop=4.85 mark=5.05"
2026-03-11 15:40:35,2026-03-11 15:40:00,SPXW260311C06770000,6.3,6363,"2026-03-11 15:40:35,245 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=6.20 ask=6.40 mark=6.30 last=6.20"
2026-03-11 15:41:00,2026-03-11 15:41:00,SPXW260311C06770000,5.65,6380,"2026-03-11 15:41:00,932 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=5.60 ask=5.70 mark=5.65 last=5.60"
2026-03-11 15:41:00,2026-03-11 15:41:00,SPXW260311C06770000,5.6,6391,"2026-03-11 15:41:00,938 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=5.50 ask=5.70 mark=5.60 last=5.60"
2026-03-11 15:41:00,2026-03-11 15:41:00,SPXW260311C06770000,5.6,6392,"2026-03-11 15:41:00,938 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06770000 entry=4.00 mark=5.60 arm_trigger=4.30 stop=4.85 is_armed=True"
2026-03-11 15:41:00,2026-03-11 15:41:00,SPXW260311C06770000,5.6,6393,"2026-03-11 15:41:00,939 | INFO | SPX0DTE | [SPX0DTE] trailing stop moved | occ=SPXW260311C06770000 old_stop=5.40 new_stop=5.40 mark=5.60"
2026-03-11 15:42:01,2026-03-11 15:42:00,SPXW260311C06770000,3.95,6408,"2026-03-11 15:42:01,080 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=3.90 ask=4.00 mark=3.95 last=3.90"
2026-03-11 15:42:01,2026-03-11 15:42:00,SPXW260311C06770000,3.95,6421,"2026-03-11 15:42:01,648 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=3.90 ask=4.00 mark=3.95 last=3.90"
2026-03-11 15:42:01,2026-03-11 15:42:00,SPXW260311C06770000,3.95,6422,"2026-03-11 15:42:01,648 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06770000 entry=4.00 mark=3.95 arm_trigger=4.30 stop=5.40 is_armed=True"
2026-03-11 15:42:01,2026-03-11 15:42:00,SPXW260311C06770000,3.95,6423,"2026-03-11 15:42:01,648 | INFO | SPX0DTE | [SPX0DTE] closing trade | occ=SPXW260311C06770000 reason=TRAIL_SL entry=4.00 mark=3.95 stop=5.40 exit=5.40"
2026-03-11 15:44:01,2026-03-11 15:44:00,SPXW260311C06770000,4.6,6465,"2026-03-11 15:44:01,046 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=4.50 ask=4.70 mark=4.60 last=4.70"
2026-03-11 15:44:01,2026-03-11 15:44:00,SPXW260311C06770000,4.6,6478,"2026-03-11 15:44:01,108 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=4.50 ask=4.70 mark=4.60 last=4.70"
2026-03-11 15:44:01,2026-03-11 15:44:00,SPXW260311C06770000,4.6,6479,"2026-03-11 15:44:01,108 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06770000 entry=4.20 mark=4.60 arm_trigger=4.50 stop=4.00 is_armed=True"
2026-03-11 15:44:01,2026-03-11 15:44:00,SPXW260311C06770000,4.6,6480,"2026-03-11 15:44:01,108 | INFO | SPX0DTE | [SPX0DTE] trailing stop moved | occ=SPXW260311C06770000 old_stop=4.40 new_stop=4.40 mark=4.60"
2026-03-11 15:45:01,2026-03-11 15:45:00,SPXW260311C06770000,5.9,6494,"2026-03-11 15:45:01,830 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=5.80 ask=6.00 mark=5.90 last=5.80"
2026-03-11 15:45:41,2026-03-11 15:45:00,SPXW260311C06770000,4.9,6508,"2026-03-11 15:45:41,176 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=4.80 ask=5.00 mark=4.90 last=4.80"
2026-03-11 15:45:41,2026-03-11 15:45:00,SPXW260311C06770000,4.9,6509,"2026-03-11 15:45:41,177 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06770000 entry=4.20 mark=4.90 arm_trigger=4.50 stop=4.40 is_armed=True"
2026-03-11 15:45:41,2026-03-11 15:45:00,SPXW260311C06770000,4.9,6510,"2026-03-11 15:45:41,177 | INFO | SPX0DTE | [SPX0DTE] trailing stop moved | occ=SPXW260311C06770000 old_stop=4.70 new_stop=4.70 mark=4.90"
2026-03-11 15:46:01,2026-03-11 15:46:00,SPXW260311C06770000,4.5,6524,"2026-03-11 15:46:01,233 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=4.40 ask=4.60 mark=4.50 last=4.50"
2026-03-11 15:46:02,2026-03-11 15:46:00,SPXW260311C06770000,4.4,6538,"2026-03-11 15:46:02,393 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06770000 root=$SPX bid=4.30 ask=4.50 mark=4.40 last=4.50"
2026-03-11 15:46:02,2026-03-11 15:46:00,SPXW260311C06770000,4.4,6539,"2026-03-11 15:46:02,393 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06770000 entry=4.20 mark=4.40 arm_trigger=4.50 stop=4.70 is_armed=True"
2026-03-11 15:46:02,2026-03-11 15:46:00,SPXW260311C06770000,4.4,6540,"2026-03-11 15:46:02,394 | INFO | SPX0DTE | [SPX0DTE] closing trade | occ=SPXW260311C06770000 reason=TRAIL_SL entry=4.20 mark=4.40 stop=4.70 exit=4.70"
