minute,open,high,low,close,obs_count
2026-03-11 15:40:00,5.05,6.3,5.05,6.3,4
2026-03-11 15:41:00,5.65,5.65,5.6,5.6,4
2026-03-11 15:42:00,3.95,3.95,3.95,3.95,4
2026-03-11 15:44:00,4.6,4.6,4.6,4.6,4
2026-03-11 15:45:00,5.9,5.9,4.9,4.9,4
2026-03-11 15:46:00,4.5,4.5,4.4,4.4,4
