timestamp,minute,occ,mark,line_no,raw_line
2026-03-11 14:42:01,2026-03-11 14:42:00,SPXW260311C06760000,9.5,4757,"2026-03-11 14:42:01,295 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=9.40 ask=9.60 mark=9.50 last=9.60"
2026-03-11 14:42:01,2026-03-11 14:42:00,SPXW260311C06760000,9.5,4758,"2026-03-11 14:42:01,295 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06760000 entry=10.70 mark=9.50 arm_trigger=11.00 stop=10.50 is_armed=False"
2026-03-11 14:42:01,2026-03-11 14:42:00,SPXW260311C06760000,9.6,4771,"2026-03-11 14:42:01,535 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=9.50 ask=9.70 mark=9.60 last=9.60"
2026-03-11 14:43:01,2026-03-11 14:43:00,SPXW260311C06760000,9.5,4786,"2026-03-11 14:43:01,301 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=9.40 ask=9.60 mark=9.50 last=9.50"
2026-03-11 14:43:01,2026-03-11 14:43:00,SPXW260311C06760000,9.7,4799,"2026-03-11 14:43:01,557 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=9.60 ask=9.80 mark=9.70 last=9.52"
2026-03-11 14:43:01,2026-03-11 14:43:00,SPXW260311C06760000,9.7,4800,"2026-03-11 14:43:01,557 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06760000 entry=10.70 mark=9.70 arm_trigger=11.00 stop=10.50 is_armed=False"
2026-03-11 14:44:01,2026-03-11 14:44:00,SPXW260311C06760000,9.9,4815,"2026-03-11 14:44:01,395 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=9.80 ask=10.00 mark=9.90 last=9.90"
2026-03-11 14:44:01,2026-03-11 14:44:00,SPXW260311C06760000,9.9,4816,"2026-03-11 14:44:01,395 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06760000 entry=10.70 mark=9.90 arm_trigger=11.00 stop=10.50 is_armed=False"
2026-03-11 14:44:01,2026-03-11 14:44:00,SPXW260311C06760000,9.9,4829,"2026-03-11 14:44:01,856 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=9.80 ask=10.00 mark=9.90 last=9.90"
2026-03-11 14:45:04,2026-03-11 14:45:00,SPXW260311C06760000,10.1,4843,"2026-03-11 14:45:04,089 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=10.00 ask=10.20 mark=10.10 last=10.20"
2026-03-11 14:46:14,2026-03-11 14:46:00,SPXW260311C06760000,10.8,4857,"2026-03-11 14:46:14,321 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=10.70 ask=10.90 mark=10.80 last=10.70"
2026-03-11 14:46:14,2026-03-11 14:46:00,SPXW260311C06760000,10.8,4858,"2026-03-11 14:46:14,321 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06760000 entry=10.70 mark=10.80 arm_trigger=11.00 stop=10.50 is_armed=False"
2026-03-11 14:46:16,2026-03-11 14:46:00,SPXW260311C06760000,11.1,4872,"2026-03-11 14:46:16,233 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=11.00 ask=11.20 mark=11.10 last=11.00"
2026-03-11 14:46:16,2026-03-11 14:46:00,SPXW260311C06760000,11.1,4873,"2026-03-11 14:46:16,233 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06760000 entry=10.70 mark=11.10 arm_trigger=11.00 stop=10.50 is_armed=True"
2026-03-11 14:46:16,2026-03-11 14:46:00,SPXW260311C06760000,11.1,4874,"2026-03-11 14:46:16,234 | INFO | SPX0DTE | [SPX0DTE] trailing stop moved | occ=SPXW260311C06760000 old_stop=10.90 new_stop=10.90 mark=11.10"
2026-03-11 14:46:17,2026-03-11 14:46:00,SPXW260311C06760000,11.0,4888,"2026-03-11 14:46:17,161 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=10.90 ask=11.10 mark=11.00 last=10.90"
2026-03-11 14:47:01,2026-03-11 14:47:00,SPXW260311C06760000,10.1,4903,"2026-03-11 14:47:01,090 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=10.00 ask=10.20 mark=10.10 last=10.00"
2026-03-11 14:47:01,2026-03-11 14:47:00,SPXW260311C06760000,10.1,4904,"2026-03-11 14:47:01,091 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06760000 entry=10.70 mark=10.10 arm_trigger=11.00 stop=10.90 is_armed=True"
