timestamp,minute,occ,mark,line_no,raw_line
2026-03-11 14:49:00,2026-03-11 14:49:00,SPXW260311P06765000,11.65,4960,"2026-03-11 14:49:00,964 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311P06765000 root=$SPX bid=11.50 ask=11.80 mark=11.65 last=11.70"
2026-03-11 14:49:00,2026-03-11 14:49:00,SPXW260311P06765000,11.65,4961,"2026-03-11 14:49:00,964 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311P06765000 entry=10.30 mark=11.65 arm_trigger=10.60 stop=10.10 is_armed=True"
2026-03-11 14:49:00,2026-03-11 14:49:00,SPXW260311P06765000,11.65,4962,"2026-03-11 14:49:00,965 | INFO | SPX0DTE | [SPX0DTE] trailing stop moved | occ=SPXW260311P06765000 old_stop=11.45 new_stop=11.45 mark=11.65"
2026-03-11 14:49:01,2026-03-11 14:49:00,SPXW260311P06765000,11.65,4975,"2026-03-11 14:49:01,122 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311P06765000 root=$SPX bid=11.50 ask=11.80 mark=11.65 last=11.70"
2026-03-11 14:50:04,2026-03-11 14:50:00,SPXW260311P06765000,11.55,4989,"2026-03-11 14:50:04,796 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311P06765000 root=$SPX bid=11.40 ask=11.70 mark=11.55 last=11.50"
2026-03-11 14:50:44,2026-03-11 14:50:00,SPXW260311P06765000,11.0,5003,"2026-03-11 14:50:44,478 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311P06765000 root=$SPX bid=10.90 ask=11.10 mark=11.00 last=11.00"
2026-03-11 14:50:44,2026-03-11 14:50:00,SPXW260311P06765000,11.0,5004,"2026-03-11 14:50:44,478 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311P06765000 entry=10.30 mark=11.00 arm_trigger=10.60 stop=11.45 is_armed=True"
2026-03-11 14:50:44,2026-03-11 14:50:00,SPXW260311P06765000,11.0,5005,"2026-03-11 14:50:44,478 | INFO | SPX0DTE | [SPX0DTE] closing trade | occ=SPXW260311P06765000 reason=TRAIL_SL entry=10.30 mark=11.00 stop=11.45 exit=11.45"
2026-03-11 14:53:02,2026-03-11 14:53:00,SPXW260311P06765000,9.25,5069,"2026-03-11 14:53:02,790 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311P06765000 root=$SPX bid=9.20 ask=9.30 mark=9.25 last=9.10"
2026-03-11 14:53:02,2026-03-11 14:53:00,SPXW260311P06765000,9.25,5070,"2026-03-11 14:53:02,790 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311P06765000 entry=9.30 mark=9.25 arm_trigger=9.60 stop=9.10 is_armed=False"
2026-03-11 14:53:03,2026-03-11 14:53:00,SPXW260311P06765000,9.25,5083,"2026-03-11 14:53:03,414 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311P06765000 root=$SPX bid=9.20 ask=9.30 mark=9.25 last=9.30"
