minute,open,high,low,close,obs_count
2026-03-11 14:36:00,9.0,9.85,9.0,9.85,7
2026-03-11 14:37:00,9.35,9.35,9.35,9.35,4
2026-03-11 14:39:00,8.9,8.9,8.7,8.7,4
2026-03-11 14:40:00,7.65,7.65,7.5,7.5,4
