minute,obs_count,has_real_obs
2026-03-11 15:37:00,0,False
2026-03-11 15:38:00,0,False
2026-03-11 15:39:00,0,False
2026-03-11 15:40:00,4,True
2026-03-11 15:41:00,4,True
2026-03-11 15:42:00,4,True
2026-03-11 15:43:00,0,False
2026-03-11 15:44:00,4,True
2026-03-11 15:45:00,4,True
2026-03-11 15:46:00,4,True
2026-03-11 15:47:00,0,False
2026-03-11 15:48:00,0,False
